Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_02x30_Top_Bottom,DPX-02x30-nosilk,44.93,-70.415,0.0,top
J2,Conn_02x30_Top_Bottom,DPX-02x30-nosilk,85.48,-70.415,0.0,top
U1,~,DPX_PROTOBOARD-5x5,65.22,-33.615,0.0,bottom
U2,~,DPX_PROTOBOARD-5x5,65.235,-46.31,0.0,bottom
U3,~,DPX_PROTOBOARD-5x5,65.225,-59.02,0.0,bottom
U4,~,DPX_PROTOBOARD-5x5,65.225,-71.71,0.0,bottom
U5,~,DPX_PROTOBOARD-5x5,65.205,-84.4,0.0,bottom
U6,~,DPX_PROTOBOARD-5x5,65.205,-97.11,0.0,bottom
